image,mask,dataset,class,split
BUS-BRA/BUSBRA/Images/bus_0162-r.png,BUS-BRA/BUSBRA/Masks/mask_0162-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0579-l.png,BUS-BRA/BUSBRA/Masks/mask_0579-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0706-s.png,BUS-BRA/BUSBRA/Masks/mask_0706-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_1031-l.png,BUS-BRA/BUSBRA/Masks/mask_1031-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_1001-r.png,BUS-BRA/BUSBRA/Masks/mask_1001-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0895-r.png,BUS-BRA/BUSBRA/Masks/mask_0895-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0574-r.png,BUS-BRA/BUSBRA/Masks/mask_0574-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0152-l.png,BUS-BRA/BUSBRA/Masks/mask_0152-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_1024-r.png,BUS-BRA/BUSBRA/Masks/mask_1024-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0924-r.png,BUS-BRA/BUSBRA/Masks/mask_0924-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0903-r.png,BUS-BRA/BUSBRA/Masks/mask_0903-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_1032-r.png,BUS-BRA/BUSBRA/Masks/mask_1032-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0869-l.png,BUS-BRA/BUSBRA/Masks/mask_0869-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0660-l.png,BUS-BRA/BUSBRA/Masks/mask_0660-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0290-l.png,BUS-BRA/BUSBRA/Masks/mask_0290-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0206-r.png,BUS-BRA/BUSBRA/Masks/mask_0206-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0932-l.png,BUS-BRA/BUSBRA/Masks/mask_0932-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0457-r.png,BUS-BRA/BUSBRA/Masks/mask_0457-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0406-l.png,BUS-BRA/BUSBRA/Masks/mask_0406-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0563-l.png,BUS-BRA/BUSBRA/Masks/mask_0563-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0729-s.png,BUS-BRA/BUSBRA/Masks/mask_0729-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0521-l.png,BUS-BRA/BUSBRA/Masks/mask_0521-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0611-r.png,BUS-BRA/BUSBRA/Masks/mask_0611-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0481-l.png,BUS-BRA/BUSBRA/Masks/mask_0481-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0111-r.png,BUS-BRA/BUSBRA/Masks/mask_0111-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0400-r.png,BUS-BRA/BUSBRA/Masks/mask_0400-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0030-s.png,BUS-BRA/BUSBRA/Masks/mask_0030-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0486-r.png,BUS-BRA/BUSBRA/Masks/mask_0486-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0395-r.png,BUS-BRA/BUSBRA/Masks/mask_0395-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0967-l.png,BUS-BRA/BUSBRA/Masks/mask_0967-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0262-l.png,BUS-BRA/BUSBRA/Masks/mask_0262-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0094-l.png,BUS-BRA/BUSBRA/Masks/mask_0094-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0077-s.png,BUS-BRA/BUSBRA/Masks/mask_0077-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0783-s.png,BUS-BRA/BUSBRA/Masks/mask_0783-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0652-r.png,BUS-BRA/BUSBRA/Masks/mask_0652-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0497-r.png,BUS-BRA/BUSBRA/Masks/mask_0497-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_1054-r.png,BUS-BRA/BUSBRA/Masks/mask_1054-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0611-l.png,BUS-BRA/BUSBRA/Masks/mask_0611-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0334-l.png,BUS-BRA/BUSBRA/Masks/mask_0334-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0300-r.png,BUS-BRA/BUSBRA/Masks/mask_0300-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0479-r.png,BUS-BRA/BUSBRA/Masks/mask_0479-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0115-r.png,BUS-BRA/BUSBRA/Masks/mask_0115-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0106-l.png,BUS-BRA/BUSBRA/Masks/mask_0106-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0043-s.png,BUS-BRA/BUSBRA/Masks/mask_0043-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0164-l.png,BUS-BRA/BUSBRA/Masks/mask_0164-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_1058-l.png,BUS-BRA/BUSBRA/Masks/mask_1058-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0189-r.png,BUS-BRA/BUSBRA/Masks/mask_0189-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0439-l.png,BUS-BRA/BUSBRA/Masks/mask_0439-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0232-l.png,BUS-BRA/BUSBRA/Masks/mask_0232-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0967-r.png,BUS-BRA/BUSBRA/Masks/mask_0967-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_1028-l.png,BUS-BRA/BUSBRA/Masks/mask_1028-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0591-r.png,BUS-BRA/BUSBRA/Masks/mask_0591-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0912-r.png,BUS-BRA/BUSBRA/Masks/mask_0912-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0248-l.png,BUS-BRA/BUSBRA/Masks/mask_0248-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0589-r.png,BUS-BRA/BUSBRA/Masks/mask_0589-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0066-r.png,BUS-BRA/BUSBRA/Masks/mask_0066-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0262-r.png,BUS-BRA/BUSBRA/Masks/mask_0262-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_1026-l.png,BUS-BRA/BUSBRA/Masks/mask_1026-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0407-l.png,BUS-BRA/BUSBRA/Masks/mask_0407-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0717-s.png,BUS-BRA/BUSBRA/Masks/mask_0717-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0237-r.png,BUS-BRA/BUSBRA/Masks/mask_0237-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0308-r.png,BUS-BRA/BUSBRA/Masks/mask_0308-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0192-l.png,BUS-BRA/BUSBRA/Masks/mask_0192-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0734-s.png,BUS-BRA/BUSBRA/Masks/mask_0734-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0836-s.png,BUS-BRA/BUSBRA/Masks/mask_0836-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0459-r.png,BUS-BRA/BUSBRA/Masks/mask_0459-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0948-l.png,BUS-BRA/BUSBRA/Masks/mask_0948-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0628-l.png,BUS-BRA/BUSBRA/Masks/mask_0628-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0666-r.png,BUS-BRA/BUSBRA/Masks/mask_0666-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0492-l.png,BUS-BRA/BUSBRA/Masks/mask_0492-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_1053-s.png,BUS-BRA/BUSBRA/Masks/mask_1053-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0669-l.png,BUS-BRA/BUSBRA/Masks/mask_0669-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0389-r.png,BUS-BRA/BUSBRA/Masks/mask_0389-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0073-l.png,BUS-BRA/BUSBRA/Masks/mask_0073-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0139-l.png,BUS-BRA/BUSBRA/Masks/mask_0139-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0402-l.png,BUS-BRA/BUSBRA/Masks/mask_0402-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0325-r.png,BUS-BRA/BUSBRA/Masks/mask_0325-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0335-r.png,BUS-BRA/BUSBRA/Masks/mask_0335-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0644-r.png,BUS-BRA/BUSBRA/Masks/mask_0644-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0145-l.png,BUS-BRA/BUSBRA/Masks/mask_0145-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0623-r.png,BUS-BRA/BUSBRA/Masks/mask_0623-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0039-l.png,BUS-BRA/BUSBRA/Masks/mask_0039-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0868-l.png,BUS-BRA/BUSBRA/Masks/mask_0868-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0738-s.png,BUS-BRA/BUSBRA/Masks/mask_0738-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0909-r.png,BUS-BRA/BUSBRA/Masks/mask_0909-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0071-l.png,BUS-BRA/BUSBRA/Masks/mask_0071-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0879-r.png,BUS-BRA/BUSBRA/Masks/mask_0879-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0880-l.png,BUS-BRA/BUSBRA/Masks/mask_0880-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0171-l.png,BUS-BRA/BUSBRA/Masks/mask_0171-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0191-l.png,BUS-BRA/BUSBRA/Masks/mask_0191-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0633-l.png,BUS-BRA/BUSBRA/Masks/mask_0633-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0533-r.png,BUS-BRA/BUSBRA/Masks/mask_0533-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0013-l.png,BUS-BRA/BUSBRA/Masks/mask_0013-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0841-s.png,BUS-BRA/BUSBRA/Masks/mask_0841-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0165-r.png,BUS-BRA/BUSBRA/Masks/mask_0165-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0329-r.png,BUS-BRA/BUSBRA/Masks/mask_0329-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0275-l.png,BUS-BRA/BUSBRA/Masks/mask_0275-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_1030-l.png,BUS-BRA/BUSBRA/Masks/mask_1030-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_1032-l.png,BUS-BRA/BUSBRA/Masks/mask_1032-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0057-r.png,BUS-BRA/BUSBRA/Masks/mask_0057-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0535-r.png,BUS-BRA/BUSBRA/Masks/mask_0535-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0887-r.png,BUS-BRA/BUSBRA/Masks/mask_0887-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0596-l.png,BUS-BRA/BUSBRA/Masks/mask_0596-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0143-l.png,BUS-BRA/BUSBRA/Masks/mask_0143-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0033-r.png,BUS-BRA/BUSBRA/Masks/mask_0033-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0204-r.png,BUS-BRA/BUSBRA/Masks/mask_0204-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0943-s.png,BUS-BRA/BUSBRA/Masks/mask_0943-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0268-r.png,BUS-BRA/BUSBRA/Masks/mask_0268-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0252-r.png,BUS-BRA/BUSBRA/Masks/mask_0252-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0295-l.png,BUS-BRA/BUSBRA/Masks/mask_0295-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0957-s.png,BUS-BRA/BUSBRA/Masks/mask_0957-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_1052-l.png,BUS-BRA/BUSBRA/Masks/mask_1052-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0228-r.png,BUS-BRA/BUSBRA/Masks/mask_0228-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_1058-r.png,BUS-BRA/BUSBRA/Masks/mask_1058-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0294-r.png,BUS-BRA/BUSBRA/Masks/mask_0294-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_1055-l.png,BUS-BRA/BUSBRA/Masks/mask_1055-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0963-l.png,BUS-BRA/BUSBRA/Masks/mask_0963-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0299-l.png,BUS-BRA/BUSBRA/Masks/mask_0299-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0613-l.png,BUS-BRA/BUSBRA/Masks/mask_0613-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0643-r.png,BUS-BRA/BUSBRA/Masks/mask_0643-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_1059-l.png,BUS-BRA/BUSBRA/Masks/mask_1059-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0886-s.png,BUS-BRA/BUSBRA/Masks/mask_0886-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0643-l.png,BUS-BRA/BUSBRA/Masks/mask_0643-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0572-r.png,BUS-BRA/BUSBRA/Masks/mask_0572-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0263-l.png,BUS-BRA/BUSBRA/Masks/mask_0263-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0466-l.png,BUS-BRA/BUSBRA/Masks/mask_0466-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0484-l.png,BUS-BRA/BUSBRA/Masks/mask_0484-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0261-r.png,BUS-BRA/BUSBRA/Masks/mask_0261-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_1022-l.png,BUS-BRA/BUSBRA/Masks/mask_1022-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_1025-l.png,BUS-BRA/BUSBRA/Masks/mask_1025-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0893-l.png,BUS-BRA/BUSBRA/Masks/mask_0893-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0406-r.png,BUS-BRA/BUSBRA/Masks/mask_0406-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0725-s.png,BUS-BRA/BUSBRA/Masks/mask_0725-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0150-l.png,BUS-BRA/BUSBRA/Masks/mask_0150-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0803-s.png,BUS-BRA/BUSBRA/Masks/mask_0803-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_1039-l.png,BUS-BRA/BUSBRA/Masks/mask_1039-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0319-l.png,BUS-BRA/BUSBRA/Masks/mask_0319-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0174-r.png,BUS-BRA/BUSBRA/Masks/mask_0174-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0026-s.png,BUS-BRA/BUSBRA/Masks/mask_0026-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0838-s.png,BUS-BRA/BUSBRA/Masks/mask_0838-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0890-l.png,BUS-BRA/BUSBRA/Masks/mask_0890-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0473-l.png,BUS-BRA/BUSBRA/Masks/mask_0473-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_1030-r.png,BUS-BRA/BUSBRA/Masks/mask_1030-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0288-r.png,BUS-BRA/BUSBRA/Masks/mask_0288-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0144-r.png,BUS-BRA/BUSBRA/Masks/mask_0144-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0379-r.png,BUS-BRA/BUSBRA/Masks/mask_0379-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0366-l.png,BUS-BRA/BUSBRA/Masks/mask_0366-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0554-l.png,BUS-BRA/BUSBRA/Masks/mask_0554-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_1042-r.png,BUS-BRA/BUSBRA/Masks/mask_1042-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0325-l.png,BUS-BRA/BUSBRA/Masks/mask_0325-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0857-r.png,BUS-BRA/BUSBRA/Masks/mask_0857-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0235-l.png,BUS-BRA/BUSBRA/Masks/mask_0235-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0867-l.png,BUS-BRA/BUSBRA/Masks/mask_0867-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0331-s.png,BUS-BRA/BUSBRA/Masks/mask_0331-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0423-l.png,BUS-BRA/BUSBRA/Masks/mask_0423-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0787-s.png,BUS-BRA/BUSBRA/Masks/mask_0787-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0279-r.png,BUS-BRA/BUSBRA/Masks/mask_0279-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0375-r.png,BUS-BRA/BUSBRA/Masks/mask_0375-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0487-l.png,BUS-BRA/BUSBRA/Masks/mask_0487-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0141-r.png,BUS-BRA/BUSBRA/Masks/mask_0141-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0364-l.png,BUS-BRA/BUSBRA/Masks/mask_0364-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0636-l.png,BUS-BRA/BUSBRA/Masks/mask_0636-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0532-r.png,BUS-BRA/BUSBRA/Masks/mask_0532-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0099-l.png,BUS-BRA/BUSBRA/Masks/mask_0099-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0594-r.png,BUS-BRA/BUSBRA/Masks/mask_0594-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0697-l.png,BUS-BRA/BUSBRA/Masks/mask_0697-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0989-l.png,BUS-BRA/BUSBRA/Masks/mask_0989-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0356-l.png,BUS-BRA/BUSBRA/Masks/mask_0356-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0129-l.png,BUS-BRA/BUSBRA/Masks/mask_0129-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0714-s.png,BUS-BRA/BUSBRA/Masks/mask_0714-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0808-s.png,BUS-BRA/BUSBRA/Masks/mask_0808-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0450-r.png,BUS-BRA/BUSBRA/Masks/mask_0450-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0392-r.png,BUS-BRA/BUSBRA/Masks/mask_0392-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0018-s.png,BUS-BRA/BUSBRA/Masks/mask_0018-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0475-l.png,BUS-BRA/BUSBRA/Masks/mask_0475-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0483-r.png,BUS-BRA/BUSBRA/Masks/mask_0483-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0116-l.png,BUS-BRA/BUSBRA/Masks/mask_0116-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0549-l.png,BUS-BRA/BUSBRA/Masks/mask_0549-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0152-r.png,BUS-BRA/BUSBRA/Masks/mask_0152-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0212-l.png,BUS-BRA/BUSBRA/Masks/mask_0212-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0828-s.png,BUS-BRA/BUSBRA/Masks/mask_0828-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0689-s.png,BUS-BRA/BUSBRA/Masks/mask_0689-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0945-r.png,BUS-BRA/BUSBRA/Masks/mask_0945-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0749-s.png,BUS-BRA/BUSBRA/Masks/mask_0749-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0405-l.png,BUS-BRA/BUSBRA/Masks/mask_0405-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0397-l.png,BUS-BRA/BUSBRA/Masks/mask_0397-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0122-s.png,BUS-BRA/BUSBRA/Masks/mask_0122-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0665-l.png,BUS-BRA/BUSBRA/Masks/mask_0665-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0407-r.png,BUS-BRA/BUSBRA/Masks/mask_0407-r.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0058-l.png,BUS-BRA/BUSBRA/Masks/mask_0058-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0315-l.png,BUS-BRA/BUSBRA/Masks/mask_0315-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0228-l.png,BUS-BRA/BUSBRA/Masks/mask_0228-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0919-l.png,BUS-BRA/BUSBRA/Masks/mask_0919-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0764-s.png,BUS-BRA/BUSBRA/Masks/mask_0764-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0775-s.png,BUS-BRA/BUSBRA/Masks/mask_0775-s.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0950-l.png,BUS-BRA/BUSBRA/Masks/mask_0950-l.png,BUS-BRA,unknown,val
BUS-BRA/BUSBRA/Images/bus_0343-l.png,BUS-BRA/BUSBRA/Masks/mask_0343-l.png,BUS-BRA,unknown,val
